model,model,a,b,category_a,category_b,same_category,raw_similarity,model_centered_similarity,category_centered_similarity,group_centered_similarity,zscore_similarity,min_centered_similarity,label
qwen3,qwen3,center_embedding,pp_chain,recursive,recursive,True,0.883609,0.099114,-0.086882,0.099114,0.244493,-0.086882,ordinary
qwen3,qwen3,center_embedding,progressive,recursive,tense,False,0.938113,0.490398,0.344466,0.490398,0.304328,0.344466,residual_stable_reuse_candidate
qwen3,qwen3,center_embedding,relative_clause,recursive,recursive,True,0.814344,-0.177715,-0.508227,-0.177715,-0.103452,-0.508227,ordinary
qwen3,qwen3,center_embedding,scope_quantifier,recursive,negation,False,0.888991,0.057124,0.118490,0.057124,0.496827,0.057124,ordinary
qwen3,qwen3,center_embedding,she_coref,recursive,coreference,False,0.833509,-0.373371,0.137163,-0.373371,-0.351741,-0.373371,ordinary
qwen3,qwen3,center_embedding,syntactic_do_not,recursive,negation,False,0.923695,0.531385,0.536490,0.531385,0.698634,0.531385,residual_stable_reuse_candidate
qwen3,qwen3,center_embedding,target_language_switch,recursive,translation,False,0.825298,-0.367748,-0.517131,-0.367748,-0.590879,-0.517131,ordinary
qwen3,qwen3,center_embedding,they_coref,recursive,coreference,False,0.770432,-0.459464,-0.509516,-0.459464,-0.627023,-0.509516,ordinary
qwen3,qwen3,complement_clause,concise,recursive,style,False,0.456346,-0.241388,-0.176294,-0.241388,0.032801,-0.241388,stable_differentiation_candidate
qwen3,qwen3,complement_clause,conditional,recursive,logical,False,0.911559,0.172992,0.295874,0.172992,-0.485387,0.172992,ordinary
qwen3,qwen3,complement_clause,contrast,recursive,logical,False,0.882987,-0.007677,0.182475,-0.007677,-0.352898,-0.007677,ordinary
qwen3,qwen3,complement_clause,dative_passive,recursive,passive,False,0.954047,0.554902,0.212531,0.554902,0.086715,0.212531,residual_stable_reuse_candidate
qwen3,qwen3,complement_clause,deep_complement,recursive,recursive,True,0.790340,-0.072363,-0.642741,-0.072363,-0.057706,-0.642741,ordinary
qwen3,qwen3,complement_clause,deictic_switch,recursive,coreference,False,0.850317,-0.549959,0.342216,-0.549959,-0.192926,-0.549959,ordinary
qwen3,qwen3,complement_clause,double_relative,recursive,recursive,True,0.769840,-0.439267,-0.505368,-0.439267,-0.070857,-0.505368,ordinary
qwen3,qwen3,complement_clause,en_fr_phrase,recursive,translation,False,0.848215,-0.581027,-0.036341,-0.581027,-0.403670,-0.581027,ordinary
qwen3,qwen3,complement_clause,en_fr_word,recursive,translation,False,0.865384,-0.354868,0.276568,-0.354868,-0.173684,-0.354868,ordinary
qwen3,qwen3,complement_clause,en_zh_phrase,recursive,translation,False,0.862288,-0.244496,0.347640,-0.244496,-0.112202,-0.244496,ordinary
qwen3,qwen3,complement_clause,en_zh_word,recursive,translation,False,0.849786,-0.622579,-0.082470,-0.622579,-0.447592,-0.622579,ordinary
qwen3,qwen3,complement_clause,existential_no,recursive,negation,False,0.953448,0.578385,0.104073,0.578385,0.322638,0.104073,ordinary
qwen3,qwen3,complement_clause,formal,recursive,style,False,0.875494,-0.240517,0.264714,-0.240517,0.041544,-0.240517,ordinary
qwen3,qwen3,complement_clause,future_will,recursive,tense,False,0.882171,-0.249914,0.118636,-0.249914,0.088428,-0.249914,ordinary
qwen3,qwen3,complement_clause,get_passive,recursive,passive,False,0.957960,0.688312,0.159344,0.688312,0.556727,0.159344,ordinary
qwen3,qwen3,complement_clause,he_coref,recursive,coreference,False,0.801474,-0.435154,0.178898,-0.435154,-0.332925,-0.435154,ordinary
qwen3,qwen3,complement_clause,inference,recursive,logical,False,0.892476,0.039424,0.145813,0.039424,-0.456361,0.039424,ordinary
qwen3,qwen3,complement_clause,it_coref,recursive,coreference,False,0.675881,-0.329836,-0.231490,-0.329836,-0.036794,-0.329836,stable_differentiation_candidate
qwen3,qwen3,complement_clause,lexical_not_adj,recursive,negation,False,0.963742,0.674292,0.115010,0.674292,0.349436,0.115010,ordinary
qwen3,qwen3,complement_clause,long_passive,recursive,passive,False,0.895676,-0.117709,-0.430017,-0.117709,0.146670,-0.430017,ordinary
qwen3,qwen3,complement_clause,morphological_neg,recursive,negation,False,0.882424,-0.008745,-0.295915,-0.008745,-0.456527,-0.295915,ordinary
qwen3,qwen3,complement_clause,negated_condition,recursive,logical,False,0.897156,0.001531,-0.073796,0.001531,0.306224,-0.073796,ordinary
qwen3,qwen3,complement_clause,nested_condition,recursive,logical,False,0.876219,0.183557,-0.094160,0.183557,0.277937,-0.094160,ordinary
qwen3,qwen3,complement_clause,nested_contrast,recursive,logical,False,0.827661,0.110900,-0.359202,0.110900,0.165733,-0.359202,ordinary
qwen3,qwen3,complement_clause,nested_passive,recursive,passive,False,0.897329,0.114319,-0.240532,0.114319,0.172191,-0.240532,ordinary
qwen3,qwen3,complement_clause,never,recursive,negation,False,0.957503,0.590758,0.026268,0.590758,0.109871,0.026268,category_curve_artifact_candidate
qwen3,qwen3,complement_clause,no_agent,recursive,passive,False,0.884837,0.046140,-0.015522,0.046140,-0.314026,-0.015522,ordinary
qwen3,qwen3,complement_clause,past_simple,recursive,tense,False,0.842008,-0.644342,-0.175161,-0.644342,-0.489875,-0.644342,ordinary
qwen3,qwen3,complement_clause,perfect,recursive,tense,False,0.877054,-0.273357,0.067326,-0.273357,-0.006829,-0.273357,ordinary
qwen3,qwen3,complement_clause,poetic,recursive,style,False,0.870975,-0.432671,0.123904,-0.432671,-0.065742,-0.432671,ordinary
qwen3,qwen3,complement_clause,possessive_chain,recursive,recursive,True,0.920603,0.411457,0.006650,0.411457,0.047268,0.006650,category_curve_artifact_candidate
qwen3,qwen3,complement_clause,pp_chain,recursive,recursive,True,0.962630,0.671455,0.488730,0.671455,0.480336,0.488730,residual_stable_reuse_candidate
qwen3,qwen3,complement_clause,progressive,recursive,tense,False,0.888080,-0.208912,0.236498,-0.208912,0.090071,-0.208912,ordinary
qwen3,qwen3,complement_clause,relative_clause,recursive,recursive,True,0.928806,0.497339,0.194239,0.497339,0.451305,0.194239,ordinary
qwen3,qwen3,complement_clause,scope_quantifier,recursive,negation,False,0.961580,0.638246,0.081444,0.638246,0.355811,0.081444,ordinary
qwen3,qwen3,complement_clause,she_coref,recursive,coreference,False,0.822334,-0.689108,0.215803,-0.689108,-0.295941,-0.689108,ordinary
qwen3,qwen3,complement_clause,syntactic_do_not,recursive,negation,False,0.951335,0.673106,0.148682,0.673106,0.335077,0.148682,ordinary
qwen3,qwen3,complement_clause,target_language_switch,recursive,translation,False,0.811940,-0.685515,-0.371267,-0.685515,-0.512164,-0.685515,ordinary
qwen3,qwen3,complement_clause,they_coref,recursive,coreference,False,0.772928,-0.619569,-0.434869,-0.619569,-0.345475,-0.619569,ordinary
qwen3,qwen3,concise,conditional,style,logical,False,0.482483,-0.263860,-0.093650,-0.263860,-0.239770,-0.263860,stable_differentiation_candidate
qwen3,qwen3,concise,contrast,style,logical,False,0.518326,-0.084167,0.097165,-0.084167,-0.134652,-0.084167,stable_differentiation_candidate
qwen3,qwen3,concise,dative_passive,style,passive,False,0.476033,-0.354080,0.093547,-0.354080,-0.252409,-0.354080,stable_differentiation_candidate
qwen3,qwen3,concise,deep_complement,style,recursive,False,0.569511,0.229976,0.171504,0.229976,0.452632,0.171504,ordinary
qwen3,qwen3,concise,deictic_switch,style,coreference,False,0.557646,-0.014600,-0.585660,-0.014600,-0.407413,-0.585660,stable_differentiation_candidate
qwen3,qwen3,concise,double_relative,style,recursive,False,0.725208,0.570483,0.401440,0.570483,0.637593,0.401440,ordinary
qwen3,qwen3,concise,en_fr_phrase,style,translation,False,0.515397,-0.195280,-0.051670,-0.195280,-0.479246,-0.195280,stable_differentiation_candidate
qwen3,qwen3,concise,en_fr_word,style,translation,False,0.455507,-0.421151,-0.425440,-0.421151,-0.626407,-0.425440,stable_differentiation_candidate
qwen3,qwen3,concise,en_zh_phrase,style,translation,False,0.453042,-0.342207,-0.261297,-0.342207,-0.512065,-0.342207,stable_differentiation_candidate
qwen3,qwen3,concise,en_zh_word,style,translation,False,0.545322,-0.084821,0.174142,-0.084821,-0.377941,-0.084821,stable_differentiation_candidate
qwen3,qwen3,concise,existential_no,style,negation,False,0.482234,-0.252029,0.135285,-0.252029,-0.200149,-0.252029,stable_differentiation_candidate
qwen3,qwen3,concise,formal,style,style,True,0.567834,0.039041,-0.808360,0.039041,0.068009,-0.808360,ordinary
qwen3,qwen3,concise,future_will,style,tense,False,0.488609,-0.329100,-0.104912,-0.329100,-0.313376,-0.329100,stable_differentiation_candidate
qwen3,qwen3,concise,get_passive,style,passive,False,0.460294,-0.190085,0.152343,-0.190085,0.077882,-0.190085,stable_differentiation_candidate
qwen3,qwen3,concise,he_coref,style,coreference,False,0.504762,-0.045378,-0.491532,-0.045378,0.069589,-0.491532,stable_differentiation_candidate
qwen3,qwen3,concise,inference,style,logical,False,0.524859,-0.079509,0.113075,-0.079509,-0.110786,-0.079509,stable_differentiation_candidate
qwen3,qwen3,concise,it_coref,style,coreference,False,0.840602,0.784349,0.690305,0.784349,0.870778,0.690305,ordinary
qwen3,qwen3,concise,lexical_not_adj,style,negation,False,0.430858,-0.442224,-0.198126,-0.442224,-0.268858,-0.442224,stable_differentiation_candidate
qwen3,qwen3,concise,long_passive,style,passive,False,0.497730,-0.301463,-0.091654,-0.301463,-0.476772,-0.301463,stable_differentiation_candidate
qwen3,qwen3,concise,morphological_neg,style,negation,False,0.546948,0.014890,0.292540,0.014890,-0.151262,0.014890,ordinary
qwen3,qwen3,concise,negated_condition,style,logical,False,0.525181,-0.121622,-0.102309,-0.121622,-0.289373,-0.121622,stable_differentiation_candidate
qwen3,qwen3,concise,nested_condition,style,logical,False,0.440792,-0.178036,-0.128983,-0.178036,0.070617,-0.178036,stable_differentiation_candidate
qwen3,qwen3,concise,nested_contrast,style,logical,False,0.467290,0.001138,0.013484,0.001138,0.343133,0.001138,ordinary
qwen3,qwen3,concise,nested_passive,style,passive,False,0.452149,-0.311534,-0.136508,-0.311534,-0.343887,-0.311534,stable_differentiation_candidate
qwen3,qwen3,concise,never,style,negation,False,0.456673,-0.438389,-0.169966,-0.438389,-0.477284,-0.438389,stable_differentiation_candidate
qwen3,qwen3,concise,no_agent,style,passive,False,0.480667,-0.188920,0.105680,-0.188920,-0.212508,-0.188920,stable_differentiation_candidate
qwen3,qwen3,concise,past_simple,style,tense,False,0.526155,-0.148780,0.146997,-0.148780,-0.423702,-0.148780,stable_differentiation_candidate
qwen3,qwen3,concise,perfect,style,tense,False,0.484460,-0.326852,-0.107162,-0.326852,-0.382774,-0.326852,stable_differentiation_candidate
qwen3,qwen3,concise,poetic,style,style,True,0.547720,-0.089497,-0.871407,-0.089497,-0.037720,-0.871407,stable_differentiation_candidate
qwen3,qwen3,concise,possessive_chain,style,recursive,False,0.475895,-0.142522,-0.123707,-0.142522,0.138818,-0.142522,stable_differentiation_candidate
qwen3,qwen3,concise,pp_chain,style,recursive,False,0.472320,-0.265752,-0.235254,-0.265752,-0.007874,-0.265752,stable_differentiation_candidate
qwen3,qwen3,concise,progressive,style,tense,False,0.484176,-0.365713,-0.142931,-0.365713,-0.439283,-0.365713,stable_differentiation_candidate
qwen3,qwen3,concise,relative_clause,style,recursive,False,0.504294,-0.039435,0.024290,-0.039435,0.382035,-0.039435,stable_differentiation_candidate
qwen3,qwen3,concise,scope_quantifier,style,negation,False,0.442804,-0.470520,-0.223034,-0.470520,-0.506923,-0.470520,stable_differentiation_candidate
qwen3,qwen3,concise,she_coref,style,coreference,False,0.652094,0.375200,-0.362262,0.375200,0.001745,-0.362262,ordinary
qwen3,qwen3,concise,syntactic_do_not,style,negation,False,0.377526,-0.370204,-0.123583,-0.370204,-0.343557,-0.370204,stable_differentiation_candidate
qwen3,qwen3,concise,target_language_switch,style,translation,False,0.620170,0.259357,0.397038,0.259357,0.385413,0.259357,ordinary
qwen3,qwen3,concise,they_coref,style,coreference,False,0.750068,0.653805,0.402548,0.653805,0.615876,0.402548,ordinary
qwen3,qwen3,conditional,contrast,logical,logical,True,0.978564,0.782528,0.654356,0.782528,0.530007,0.654356,residual_stable_reuse_candidate
qwen3,qwen3,conditional,dative_passive,logical,passive,False,0.963924,0.546921,0.521923,0.546921,0.151394,0.521923,residual_stable_reuse_candidate
qwen3,qwen3,conditional,deep_complement,logical,recursive,False,0.756772,-0.432849,-0.456563,-0.432849,-0.233287,-0.456563,ordinary
qwen3,qwen3,conditional,deictic_switch,logical,coreference,False,0.906166,-0.192729,-0.000891,-0.192729,0.181709,-0.192729,model_curve_artifact_candidate
qwen3,qwen3,conditional,double_relative,logical,recursive,False,0.836179,-0.167768,0.041682,-0.167768,-0.056232,-0.167768,ordinary
qwen3,qwen3,conditional,en_fr_phrase,logical,translation,False,0.914946,-0.087003,0.249611,-0.087003,0.400474,-0.087003,model_curve_artifact_candidate
qwen3,qwen3,conditional,en_fr_word,logical,translation,False,0.905486,-0.167764,-0.004448,-0.167764,0.279281,-0.167764,model_curve_artifact_candidate
qwen3,qwen3,conditional,en_zh_phrase,logical,translation,False,0.878322,-0.328711,-0.276983,-0.328711,0.023390,-0.328711,ordinary
qwen3,qwen3,conditional,en_zh_word,logical,translation,False,0.907899,-0.225084,0.005624,-0.225084,0.365975,-0.225084,model_curve_artifact_candidate
qwen3,qwen3,conditional,existential_no,logical,negation,False,0.952394,0.466688,0.016859,0.466688,-0.020183,0.016859,category_curve_artifact_candidate
qwen3,qwen3,conditional,formal,logical,style,False,0.870325,-0.588338,-0.076977,-0.588338,-0.306055,-0.588338,ordinary
qwen3,qwen3,conditional,future_will,logical,tense,False,0.890576,-0.444344,-0.341143,-0.444344,-0.252173,-0.444344,ordinary
qwen3,qwen3,conditional,get_passive,logical,passive,False,0.901630,0.149262,-0.020729,0.149262,-0.286765,-0.020729,category_curve_artifact_candidate
qwen3,qwen3,conditional,he_coref,logical,coreference,False,0.876030,-0.041073,0.126902,-0.041073,0.234730,-0.041073,ordinary
qwen3,qwen3,conditional,inference,logical,logical,True,0.982284,0.810113,0.680375,0.810113,0.703669,0.680375,residual_stable_reuse_candidate
qwen3,qwen3,conditional,it_coref,logical,coreference,False,0.711864,-0.303933,-0.216184,-0.303933,-0.178461,-0.303933,ordinary
qwen3,qwen3,conditional,lexical_not_adj,logical,negation,False,0.943562,0.366976,-0.155487,0.366976,-0.115475,-0.155487,category_curve_artifact_candidate
qwen3,qwen3,conditional,long_passive,logical,passive,False,0.885379,-0.542879,-0.604321,-0.542879,-0.277776,-0.604321,ordinary
qwen3,qwen3,conditional,morphological_neg,logical,negation,False,0.979909,0.797738,0.437397,0.797738,0.748567,0.437397,residual_stable_reuse_candidate
qwen3,qwen3,conditional,negated_condition,logical,logical,True,0.868429,-0.571679,-0.639759,-0.571679,-0.335353,-0.639759,ordinary
qwen3,qwen3,conditional,nested_condition,logical,logical,True,0.796105,-0.580259,-0.749843,-0.580259,-0.604866,-0.749843,ordinary
qwen3,qwen3,conditional,nested_contrast,logical,logical,True,0.756313,-0.469498,-0.632715,-0.469498,-0.411305,-0.632715,ordinary
qwen3,qwen3,conditional,nested_passive,logical,passive,False,0.863760,-0.412096,-0.522626,-0.412096,-0.152304,-0.522626,ordinary
qwen3,qwen3,conditional,never,logical,negation,False,0.965356,0.563562,0.142416,0.563562,0.225359,0.142416,ordinary
qwen3,qwen3,conditional,no_agent,logical,passive,False,0.972573,0.736915,0.550173,0.736915,0.602321,0.550173,residual_stable_reuse_candidate
qwen3,qwen3,conditional,past_simple,logical,tense,False,0.924604,0.039145,0.436740,0.039145,0.594935,0.039145,model_curve_artifact_candidate
qwen3,qwen3,conditional,perfect,logical,tense,False,0.887788,-0.437869,-0.332309,-0.437869,-0.186296,-0.437869,ordinary
qwen3,qwen3,conditional,poetic,logical,style,False,0.891647,-0.499535,-0.031592,-0.499535,-0.282069,-0.499535,ordinary
qwen3,qwen3,conditional,possessive_chain,logical,recursive,False,0.900083,0.138679,0.249839,0.138679,-0.150606,0.138679,ordinary
qwen3,qwen3,conditional,pp_chain,logical,recursive,False,0.923297,0.173141,0.280291,0.173141,-0.379004,0.173141,ordinary
qwen3,qwen3,conditional,progressive,logical,tense,False,0.890681,-0.478407,-0.384208,-0.478407,-0.227492,-0.478407,ordinary
qwen3,qwen3,conditional,relative_clause,logical,recursive,False,0.909248,0.264304,0.453985,0.264304,-0.239832,0.264304,ordinary
qwen3,qwen3,conditional,scope_quantifier,logical,negation,False,0.960161,0.510831,-0.028843,0.510831,-0.069605,-0.028843,category_curve_artifact_candidate
qwen3,qwen3,conditional,she_coref,logical,coreference,False,0.906272,-0.081128,0.322701,-0.081128,0.281918,-0.081128,model_curve_artifact_candidate
qwen3,qwen3,conditional,syntactic_do_not,logical,negation,False,0.882710,0.078407,-0.444167,0.078407,-0.262127,-0.444167,ordinary
qwen3,qwen3,conditional,target_language_switch,logical,translation,False,0.897805,-0.102947,0.089588,-0.102947,0.288223,-0.102947,ordinary
qwen3,qwen3,conditional,they_coref,logical,coreference,False,0.857397,-0.183505,0.005388,-0.183505,0.137112,-0.183505,ordinary
qwen3,qwen3,contrast,dative_passive,logical,passive,False,0.944524,0.382027,0.465087,0.382027,0.014690,0.382027,ordinary
qwen3,qwen3,contrast,deep_complement,logical,recursive,False,0.722166,-0.540735,-0.488658,-0.540735,-0.290866,-0.540735,ordinary
qwen3,qwen3,contrast,deictic_switch,logical,coreference,False,0.909997,-0.019732,-0.034376,-0.019732,0.170552,-0.034376,model_curve_artifact_candidate
qwen3,qwen3,contrast,double_relative,logical,recursive,False,0.843499,-0.035266,0.274752,-0.035266,-0.028256,-0.035266,ordinary
qwen3,qwen3,contrast,en_fr_phrase,logical,translation,False,0.911172,-0.011519,0.220624,-0.011519,0.299282,-0.011519,model_curve_artifact_candidate
qwen3,qwen3,contrast,en_fr_word,logical,translation,False,0.895358,-0.158432,-0.152048,-0.158432,0.172059,-0.158432,ordinary
qwen3,qwen3,contrast,en_zh_phrase,logical,translation,False,0.873244,-0.253475,-0.252716,-0.253475,0.064458,-0.253475,ordinary
qwen3,qwen3,contrast,en_zh_word,logical,translation,False,0.907448,-0.093090,0.134597,-0.093090,0.331068,-0.093090,model_curve_artifact_candidate
qwen3,qwen3,contrast,existential_no,logical,negation,False,0.941243,0.406488,0.087700,0.406488,0.010855,0.087700,ordinary
qwen3,qwen3,contrast,formal,logical,style,False,0.856265,-0.583035,-0.290546,-0.583035,-0.247260,-0.583035,ordinary
qwen3,qwen3,contrast,future_will,logical,tense,False,0.887334,-0.326478,-0.292144,-0.326478,-0.044235,-0.326478,ordinary
qwen3,qwen3,contrast,get_passive,logical,passive,False,0.862826,-0.102134,-0.262219,-0.102134,-0.340566,-0.262219,ordinary
